name,year,duration,genre,rating,votes,director,actor_1,actor_2,actor_3
Taj Mahal: A Monument of Love,,235 min,"Drama, History, Romance",6.7,51.0,Robin Khosla,Shahbaaz Khan,Kulbhushan Kharbanda,Raghu Khosla
Taj Mahal: An Eternal Love Story,,164 min,"Drama, History, Musical",5.0,161.0,Akbar Khan,Zulfi Sayed,Sonya Jehan,Kabir Bedi
Tajurba,,140 min,"Action, Adventure",5.7,12.0,Nikhil Saini,Raj Babbar,Smita Patil,Naseeruddin Shah
Take It Easy,,,Drama,7.4,19.0,Sunil Prem Vyas,Sulabha Arya,Anang Desai,Yash Eshawari
Taking the Horse to Eat Jalebis,,121 min,Drama,6.1,50.0,Anamika Haksar,Ravindra Sahu,Raghuvir Yadav,Gopalan
Takkar,,143 min,"Action, Crime, Drama",4.6,195.0,Bharat Rangachary,Naseeruddin Shah,Sunil Shetty,Sonali Bendre
Takkar,,157 min,Drama,5.4,36.0,K. Bapaiah,Sanjeev Kumar,Jeetendra,Zeenat Aman
Talaaq,,182 min,Drama,6.7,19.0,Mahesh Kaul,Rajendra Kumar,Kamini Kadam,Sajjan
Talaash,,140 min,"Crime, Drama, Mystery",7.2,,Reema Kagti,Priyamvada Narayanan,Aamir Khan,Kareena Kapoor
Talaash: The Hunt Begins...,,153 min,"Action, Drama, Mystery",4.7,,Suneel Darshan,Rakhee Gulzar,Akshay Kumar,Kareena Kapoor
Talaashi,,157 min,"Crime, Drama",4.3,34.0,Shyam Ramsay,Tulsi Ramsay,Jackie Shroff,Juhi Chawla
Talash,,175 min,"Romance, Thriller",6.6,155.0,O.P. Ralhan,Rajendra Kumar,Sharmila Tagore,O.P. Ralhan
Talashe Haq,,,nan,6.8,11.0,Chimanlal Luhar,Jaddanbai,Nargis,Qamar Jahan
Tales of Siva 1,,65 min,"Animation, Family, History",5.5,6.0,Renju Ramesh,Neenu Babu,Prosenjit Ganguly,Baiju Gopinath
Tales of Siva 2,,66 min,Animation,6.3,6.0,Renju Ramesh,,,
Tallukh,,83 min,"Crime, Drama, Romance",5.4,56.0,Anurag Jha,Yash Krishnani,Anurag Jha,Harshita Awale
Talvar,,132 min,"Crime, Drama, Mystery",8.2,,Meghna Gulzar,Irrfan Khan,Konkona Sen Sharma,Neeraj Kabi
Tamacha,,165 min,"Action, Romance",4.0,50.0,Ramesh Ahuja,Jeetendra,Rajinikanth,Amrita Singh
Tamanchey: Pyar Mein Dil Pe Maar De Goli,,113 min,"Crime, Romance",4.4,308.0,Navneet Behal,Nikhil Dwivedi,Richa Chadha,Damandeep Singh
Tamanna,,,"Drama, Family",6.2,12.0,Kolli Pratyagatma,Biswajit Chatterjee,Mala Sinha,Shashikala
Tamanna,,127 min,Drama,6.8,302.0,Mahesh Bhatt,Paresh Rawal,Pooja Bhatt,Sharad S. Kapoor
Tamasha,,127 min,Drama,7.6,38.0,Phani Majumdar,Dev Anand,Meena Kumari,Bipin Gupta
Tamasha,,139 min,"Comedy, Drama, Romance",7.3,,Imtiaz Ali,Deepika Padukone,Ranbir Kapoor,Sushma Seth
Tamboo Mein Bamoo,,,Drama,6.5,13.0,Dil Kumar,Raza Murad,Birbal,Satnam Kaur
Tan-Badan,,115 min,Drama,5.1,37.0,Anand,Govinda,Kushboo,Jyoti Patel
Tangewala,,139 min,"Action, Crime, Drama",5.6,29.0,Naresh Kumar,Rajendra Kumar,Mumtaz,Sujit Kumar
Tangewali,,120 min,"Drama, Family",8.4,5.0,Lekhraj Bhakri,Shammi Kapoor,Balraj Sahni,Anita Guha
Tango Charlie,,142 min,"Action, Adventure, Drama",6.0,,Mani Shankar,Ajay Devgn,Bobby Deol,Sanjay Dutt
Tanhaji: The Unsung Warrior,,135 min,"Action, Biography, Drama",7.6,,Om Raut,Ajay Devgn,Saif Ali Khan,Sharad Kelkar
Tank Cleaner,,155 min,Thriller,8.7,20.0,Parvinder Singh Wraich,Harkiran Kaur Wraich,Muntazir Ahmad,Sunny Gill Ambersariya
Tansen,,122 min,"Drama, Musical, Romance",7.5,26.0,Jayant Desai,K.L. Saigal,Khurshid Begum,Mubarak
Tanu Weds Manu,,113 min,"Comedy, Drama, Romance",6.8,,Aanand L. Rai,Madhavan,Kangana Ranaut,Jimmy Sheirgill
Tanu Weds Manu Returns,,128 min,"Comedy, Drama, Romance",7.6,,Aanand L. Rai,Kangana Ranaut,Madhavan,Jimmy Sheirgill
Tapasya,,133 min,"Drama, Family",7.2,48.0,Anil Ganguly,Rakhee Gulzar,Parikshit Sahni,Asrani
Tapish,,144 min,Drama,6.0,20.0,Jayprakkash Shaw,Tara Deshpande,Ellora Patnaik,Parvin Dabas
Taqdeer,,,"Action, Drama, Romance",5.8,88.0,Brij,Mithun Chakraborty,Zeenat Aman,Hema Malini
Taqdeer,,108 min,"Drama, Family",6.3,35.0,A. Salaam,Bharat Bhushan,Shalini,Farida Jalal
Taqdeer Ka Badshah,,,"Action, Drama",4.9,18.0,Babbar Subhash,Mithun Chakraborty,Ranjeeta Kaur,Amjad Khan
Taqdeer Ka Sikander,,,Action,5.1,7.0,Surinder Kapoor,Hemant Birje,Chandrashekhar,Dharmendra
Taqdeer Ka Tamasha,,217 min,"Action, Crime, Drama",4.2,40.0,Anand Gaekwad,Jeetendra,Moushumi Chatterjee,Govinda
Taqdeerwala,,162 min,"Action, Comedy, Fantasy",6.5,414.0,K. Muralimohana Rao,Venkatesh Daggubati,Raveena Tandon,Asrani
Tara Mira,,120 min,Drama,7.3,31.0,Rajiev Dhingra,Ranjit Bawa,Nazia Hussain,Gurpreet Ghuggi
Tara: The Journey of Love and Passion,,110 min,Drama,5.5,43.0,Kumar Raj,Rekha Rana,Rohan Shroff,Ashish Saleem
Tarana,,111 min,"Musical, Romance",6.9,37.0,Deepak Bahry,Mithun Chakraborty,Ranjeeta Kaur,Master Bhagwan
Tarana,,,"Drama, Romance",7.1,135.0,Ram Daryani,Madhubala,Dilip Kumar,Shyama
Tarang,,171 min,Drama,6.9,47.0,Kumar Shahani,Amol Palekar,Smita Patil,Shreeram Lagoo
Tarazu,,144 min,"Action, Crime, Drama",4.5,589.0,Vimal Kumar,Akshay Kumar,Sonali Bendre,Mohnish Bahl
Target,,122 min,Drama,7.6,73.0,Sandip Ray,Mohan Agashe,Barun Chakraborty,Champa
Tarkeeb,,136 min,"Action, Crime, Drama",4.6,9.0,Ravikant Nagaich,Mithun Chakraborty,Leena Das,Dinesh Hingoo
Tarkieb,,156 min,"Mystery, Thriller",5.0,233.0,Esmayeel Shroff,Nana Patekar,Tabu,Shilpa Shetty Kundra
Tarpan (The Absolution),,140 min,"Drama, History",7.2,67.0,K. Bikram Singh,Savita Bajaj,Babita Bhardwaj,Pradeep Bhatnagar
Tarpan: The Salvation,,104 min,Drama,8.1,31.0,Neelam r Singh,Vandana Asthana,Rahul Chahan,Poonam Ingle
Tarzan 303,,131 min,Action,3.8,6.0,Chandrakant,Chandgiram,Shabnam,K.N. Singh
Tarzan and King Kong,,128 min,"Action, Adventure, Romance",5.6,27.0,A. Shamsheer,Randhawa,Mumtaz,Bela Bose
Tarzan Aur Jadui Chirag,,136 min,Adventure,3.8,9.0,Baboobhai Bhanji,Azaad Irani,Sunita,B.M. Vyas
Tarzan Comes to Delhi,,,"Action, Adventure",6.7,15.0,Kedar Kapoor,Dara Singh,Mumtaz,Master Bhagwan
Tarzan's Daughter,,99 min,"Action, Adventure, Musical",4.5,11.0,Pratap Singh,Hemant Birje,Ritika Singh,Raza Murad
Tashan,,120 min,"Action, Drama, Romance",3.9,,Vijay Krishna Acharya,Akshay Kumar,Saif Ali Khan,Kareena Kapoor
Tasveer,,,Action,6.0,8.0,J.B.H. Wadia,Feroz Khan,Rajendranath Malhotra,Nasir Hussain
Tathagatha Buddha The Life & Times of Gautama Buddha,,127 min,"Biography, Drama",6.9,14.0,Sridhar Allani,Sunil Sharma,Parvati Melton,Surendra Pal
Tathastu,,113 min,"Crime, Drama, Thriller",4.4,460.0,Anubhav Sinha,Sanjay Dutt,Ameesha Patel,Jaya Prada
Tauba Tauba,,121 min,"Comedy, Drama",2.6,93.0,T.L.V. Prasad,Laxmikant Berde,Bobby Darling,Amin Gazi
Tawai: A Voice from the Forest,,101 min,Documentary,7.4,238.0,Bruce Parry,Mark Ellam,Bruce Parry,Ingrid Lewis
Tawaif,,160 min,"Comedy, Drama, Romance",7.1,104.0,B.R. Chopra,Ashok Kumar,Rishi Kapoor,Rati Agnihotri
Taxi Chor,,103 min,"Crime, Thriller",5.2,20.0,Sushil Vyas,Indira Bansal,Master Bhagwan,Abhi Bhattacharya
Taxi Driver,,133 min,"Musical, Romance",6.9,257.0,Chetan Anand,Dev Anand,Kalpana Kartik,Sheila Ramani
Taxi Driver,,118 min,Romance,6.3,30.0,Mohammed Hussain,Ashok Kumar,Nirupa Roy,Bhisham Kohli
Taxi Driver,,,"Comedy, Musical",2.5,16.0,S.M. Raza,Dilawar,Baburao Pahelwan,Sulochana Chatterjee
Taxi No. 9 2 11: Nau Do Gyarah,,116 min,"Comedy, Drama, Thriller",7.3,,Milan Luthria,John Abraham,Nana Patekar,Sonali Kulkarni
Taxi Taxie,,123 min,"Adventure, Comedy, Drama",6.4,37.0,Irshad,Amol Palekar,Zaheera,Reena Roy
Te3n,,136 min,"Drama, Mystery, Thriller",7.3,,Ribhu Dasgupta,Amitabh Bachchan,Nawazuddin Siddiqui,Vidya Balan
Team: The Force,,115 min,"Action, Comedy",4.0,68.0,Ajay Chandhok,Sohail Khan,Amrita Arora,Yash Tonk
Teen Bahuraniyan,,160 min,Comedy,6.8,53.0,S.S. Balan,S.S. Vasan,Prithviraj Kapoor,Agha
Teen Batti Char Raasta,,,Drama,7.3,17.0,Shantaram Rajaram Vankudre,Karan Dewan,Lalita Kumari,Leela Mishra
Teen Chor,,126 min,"Action, Crime, Drama",5.8,9.0,Dada Mirasi,Vinod Mehra,Sulochana Latkar,Jeevan
Teen Devian,,121 min,"Musical, Romance",6.9,182.0,Amarjeet,Dev Anand,Nanda,Simi Garewal
Teen Ekkey,,,"Action, Comedy, Thriller",3.3,7.0,Joginder Shelly,Kiran Kumar,Romesh Sharma,Joginder Shelly
Teen Patti,,140 min,"Crime, Drama, Thriller",4.1,,Leena Yadav,Amitabh Bachchan,Madhavan,Shraddha Kapoor
Teen Sardar,,125 min,"Action, Adventure, Drama",6.3,10.0,Radhakant,Randhawa,Azaad Irani,Parveen Choudhary
Teen Sau Din Ke Baad,,158 min,Adventure,6.4,10.0,Sarvottam Badami,Sabita Devi,Motilal,Bibbo
Teen Taal,,120 min,Drama,7.5,27.0,Shakirul Alam,Gaurav Chowdhary,Shakirul Alam,Ravi Shankar Chowdhary
Teen Thay Bhai,,,"Comedy, Drama",4.2,325.0,Mrighdeep Lamba,Om Puri,Deepak Dobriyal,Shreyas Talpade
Teenmoti,,,Action,4.9,11.0,Ajit Dewani,Shakti Kapoor,Rashid Khan,Shabbir Khan
Tees Maar Khan,,135 min,"Comedy, Crime",2.6,,Farah Khan,Akshay Kumar,Katrina Kaif,Akshaye Khanna
Teesra Kaun,,127 min,"Action, Crime, Drama",6.3,17.0,Mohammed Hussain,Feroz Khan,Shashikala,Shyam Kumar
Teesra Kaun?,,160 min,"Comedy, Thriller",5.2,133.0,Partho Ghosh,Mithun Chakraborty,Chunky Panday,Somy Ali
Teesra Kinara,,,Romance,6.8,14.0,Krishnakant,Raj Babbar,Smita Patil,Anita Raj
Teesri Aankh,,151 min,"Action, Thriller",6.4,73.0,Subodh Mukherji,Dharmendra,Shatrughan Sinha,Zeenat Aman
Teesri Aankh: The Hidden Camera,,111 min,"Action, Crime, Thriller",2.6,300.0,Harry Baweja,Sunny Deol,Ameesha Patel,Neha Dhupia
Teesri Kasam,,159 min,"Comedy, Drama, Romance",7.9,746.0,Basu Bhattacharya,Raj Kapoor,Waheeda Rehman,Dulari
Teesri Manzil,,172 min,"Comedy, Musical, Mystery",7.7,,Vijay Anand,Shammi Kapoor,Asha Parekh,Raj Mehra
Tehzeeb,,143 min,Drama,5.9,525.0,Khalid Mohamed,Shabana Azmi,Urmila Matondkar,Arjun Rampal
Tejaa,,,"Action, Drama",4.5,52.0,Ramesh Puri,Sanjay Dutt,Kimi Katkar,Sonu Walia
Tejasvini,,169 min,"Action, Drama",6.3,89.0,N. Chandra,Deepak Malhotra,Vijayshanti,Charan Raj
Tel Malish Boot Polish,,,"Action, Comedy, Crime",3.9,15.0,Romney Dey,Sheikh Mukhtar,Kumkum,Chandrashekhar
Telephone,,116 min,Thriller,6.3,27.0,Shyam Ramsay,Tulsi Ramsay,Shatrughan Sinha,Parveen Babi
Tell Me O Kkhuda,,125 min,"Action, Crime, Drama",2.5,351.0,Hema Malini,Dharmendra,Vinod Khanna,Rishi Kapoor
Ten,,152 min,"Action, Crime, Drama",5.5,,Anubhav Sinha,Sanjay Dutt,Sunil Shetty,Abhishek Bachchan
Tennis Buddies,,153 min,Drama,5.4,43.0,Sohail Tatari,Dakshita Patel,Madhu Anand Chandhock,Divya Dutta
Tera Intezaar,,108 min,"Romance, Thriller",1.8,262.0,Raajeev Walia,Arbaaz Khan,Sunny Leone,Bhani Singh
Tera Jadoo Chal Gayaa,,143 min,"Musical, Romance",3.0,560.0,A. Muthu,Abhishek Bachchan,Kirti Reddy,Sanjay Suri
Tera Kya Hoga Johnny,,155 min,"Crime, Drama, Thriller",6.0,210.0,Sudhir Mishra,Neil Nitin Mukesh,Sikandar Agarwal,Aditya Bhattacharya
Tera Mera Saath Rahen,,148 min,Drama,4.9,311.0,Mahesh Manjrekar,Ajay Devgn,Sonali Bendre,Namrata Shirodkar
Tera Mera Tedha Medha,,107 min,Comedy,4.0,9.0,Chittaranjan Tripathy,Rahul Bagga,Geetika Tyagi,Reema Vohra
Teraa Surroor,,106 min,"Action, Drama, Romance",2.6,840.0,Shawn Arranha,Himesh Reshammiya,Farah Karimaee,Naseeruddin Shah
Tere Bin Laden,,95 min,"Comedy, Drama",7.2,,Abhishek Sharma,Ali Zafar,Pradhuman Singh,Piyush Mishra
Tere Bin Laden: Dead Or Alive,,104 min,Comedy,4.3,860.0,Abhishek Sharma,Deepak Chandra,Manish Paul,Pradhuman Singh
Tere Bina Kya Jeena,,127 min,Family,5.1,13.0,P.P. Ghosh,Partho Ghosh,Shekhar Suman,Moon Moon Sen
Tere Ghar Ke Samne,,149 min,"Romance, Musical, Comedy",7.4,394.0,Vijay Anand,Dev Anand,Nutan,Rajendranath Malhotra
Tere Ishq Nachaya,,122 min,Romance,2.4,8.0,Ravinder Ravi,Gavie Chahal,Mannat Singh,Kanwaljit Singh
Tere Liye,,138 min,"Drama, Family, Musical",5.3,52.0,Sanjay Gadhvi,Imran Ahmed Khan,Sonali Khare,Neelu Kohli
Tere Mere Beech Mein,,,"Comedy, Drama, Romance",6.2,20.0,Dada Kondke,Master Bhagwan,Usha Chavan,Amjad Khan
Tere Mere Phere,,120 min,"Comedy, Drama, Romance",5.3,243.0,Deepa Sahi,Vinay Pathak,Riya Sen,Jagrat Desai
Tere Mere Sapne,,175 min,"Drama, Romance",7.2,223.0,Vijay Anand,Dev Anand,Mumtaz,Mahesh Kaul
Tere Mere Sapne,,146 min,"Action, Comedy, Drama",6.2,483.0,Joy Augustine,Chandrachur Singh,Arshad Warsi,Priya Gill
Tere Naal Love Ho Gaya,,130 min,"Comedy, Drama, Romance",5.8,,Mandeep Kumar,Riteish Deshmukh,Genelia D'Souza,Om Puri
Tere Pyaar Mein,,103 min,Musical,5.9,7.0,Subhash Sharma,Mithun Chakraborty,Abha Dhulia,Vijayendra Ghatge
Teree Sang: A Kidult Love Story,,132 min,"Drama, Romance",6.2,589.0,Satish Kaushik,Ruslaan Mumtaz,Sheena Shahabadi,Rajat Kapoor
Teri Baahon Mein,,120 min,Romance,6.1,22.0,Umesh Mehra,Mohnish Bahl,Ayesha Shroff,Navin Nischol
Teri Bhabhi Hai Pagle,,125 min,"Action, Comedy",3.1,125.0,Vinod Tiwari,Rajniesh Duggall,Nazia Hussain,Krishna Abhishek
Teri Dilli Meri Dili,,73 min,Drama,7.0,10.0,Sandeep Kumar Chandola,Pushpraj Gunjan,Madhulika Jatolia,Ridhi Jugran
Teri Diwali Meri Christmas,,68 min,"Adventure, Fantasy, Romance",5.7,23.0,Anurag Jha,Anurag Jha,Hemavaishnave,Khushboo Moharkar
Teri Kasam,,195 min,Romance,6.7,48.0,A.C. Trilogchander,Kumar Gaurav,Poonam Dhillon,Girish Karnad
Teri Maang Sitaron Se Bhar Doon,,155 min,Family,5.0,11.0,Raj Khosla,Nutan,Padmini Kolhapure,Raj Kiran
Teri Meherbaniyan,,140 min,"Action, Crime, Drama",5.4,236.0,Vijay Reddy,Jackie Shroff,Poonam Dhillon,Raj Kiran
Teri Meri Kahaani,,117 min,"Comedy, Drama, Romance",4.7,,Kunal Kohli,Shahid Kapoor,Priyanka Chopra Jonas,Prachi Desai
Teri Payal Mere Geet,,120 min,"Drama, Romance",5.3,36.0,Rehman Naushad,Govinda,Meenakshi Sheshadri,Alpana
Teri Talash Mein,,,"Crime, Drama, Horror",3.0,8.0,Vinod Talwar,Amala Akkineni,Krishna,Pradeepta
Terror,,130 min,"Action, Crime, Thriller",6.8,71.0,Satish Kasetty,Meka Srikanth,Nikita Thukral,Ravi Varma
Terror Strike,,104 min,Action,6.2,9.0,Kamal Nathani,Rajat Bedi,Gayatri,Raj Hussain
Tevar,,157 min,"Action, Drama, Romance",4.0,,Amit Ravindernath Sharma,Arjun Kapoor,Sonakshi Sinha,Manoj Bajpayee
Tezaab,,173 min,"Action, Drama, Romance",7.0,,N. Chandra,Anil Kapoor,Madhuri Dixit,Anupam Kher
Tezz,,121 min,"Action, Crime, Drama",3.9,,Priyadarshan,Anil Kapoor,Ajay Devgn,Mohanlal
Thackeray,,120 min,"Biography, Drama",5.2,,Abhijit Panse,Nawazuddin Siddiqui,Amrita Rao,Radha Sagar
Thakshak,,163 min,"Action, Crime, Drama",5.9,583.0,Govind Nihalani,Ajay Devgn,Tabu,Amrish Puri
Thakur Jarnail Singh,,,Action,5.0,9.0,Mohammed Hussain,Dara Singh,Helen,Indira
Thamizhan,,162 min,"Action, Drama",5.7,,A. Majid,Joseph Vijay,Priyanka Chopra Jonas,Nassar
Thanedaar,,151 min,"Action, Crime, Drama",5.6,368.0,Raj N. Sippy,Jeetendra,Sanjay Dutt,Jaya Prada
Thanga Magan,,141 min,"Action, Drama",6.1,100.0,A. Jagannathan,Poornima Jayaram,Aachi Manorama,Poornima
Thanikkattu Raja,,,Action,5.0,81.0,V.C. Guhanathan,Rajinikanth,Silk Smitha,Sridevi
Thank You,,125 min,Comedy,4.7,,Anees Bazmee,Akshay Kumar,Sonam Kapoor,Bobby Deol
Thanks Maa,,120 min,"Crime, Drama",7.9,698.0,Irfan Kamal,Master Shams,Master Salman,Master Jaffer
Thappad,,142 min,Drama,6.8,,Anubhav Sinha,Taapsee Pannu,Pavail Gulati,Kumud Mishra
That Girl in Yellow Boots,,103 min,"Crime, Drama, Mystery",6.7,,Anurag Kashyap,Kalki Koechlin,Prashant Prakash,Naseeruddin Shah
That's Life,,,"Drama, Family",7.0,6.0,S.S. Vasan,M.K. Radha,Pushpavalli,Swaraj
That's What It's All About: The Journey of Prem Ratan Dhan Payo,,65 min,Documentary,4.2,10.0,Vidhi Kasliwal,Sooraj R. Barjatya,Swara Bhaskar,Deepak Dobriyal
Thavasi,,165 min,"Action, Comedy, Drama",4.8,100.0,Udayshankar,Vijayakanth,Soundarya,Vadivelu
Thayillamal Nannilai,,135 min,"Action, Drama",6.3,60.0,R. Thyagaraajan,Kamal Haasan,Sridevi,Rajinikanth
The Accidental Prime Minister,,112 min,"Biography, Drama",6.0,,Vijay Ratnakar Gutte,Anupam Kher,Akshaye Khanna,Suzanne Bernert
The Angrez,,110 min,Comedy,7.3,425.0,Kuntaa Nikkil,Kuntaa Nikkil,Mast Ali,Sowmya Bollapragada
The Angrez 2,,99 min,"Action, Comedy",7.1,57.0,Kuntaa Nikkil,Kuntaa Nikkil,Raghu Kumar Karumanchi,Izeqiel McCoy
The Announcement of War,,149 min,Action,5.7,81.0,Anil Sharma,Dharmendra,Jaya Prada,Dara Singh
The Arms Drop,,94 min,"Documentary, Biography, Drama",6.8,139.0,Andreas Koefoed,Musta Ali,Mikhail Belinson,Sami Darr
The Artist,,100 min,Thriller,6.4,9.0,Sunil Prem Vyas,Mamta Bhatia,Sunil Prem Vyas,
The Attacks of 26/11,,116 min,"Action, Crime, Drama",6.9,,Ram Gopal Varma,Nana Patekar,Atul Kulkarni,Sanjeev Jaiswal
The BFG,,117 min,"Adventure, Family, Fantasy",6.4,,Steven Spielberg,Mark Rylance,Ruby Barnhill,Penelope Wilton
The Bhai,,,"Action, Thriller",6.6,11.0,Thomas Jacob,Ashraf Ali,Abbhimanyyu Singh,Priyanshu Painyuli
The Big Bull,,153 min,"Biography, Crime, Drama",6.1,,Kookie Gulati,Abhishek Bachchan,Nikita Dutta,Ileana D'Cruz
The Blue Umbrella,,90 min,"Comedy, Drama, Family",7.4,,Vishal Bhardwaj,Pankaj Kapur,Shriya Sharma,Deepak Dobriyal
The Blueberry Hunt,,110 min,"Action, Thriller",5.6,198.0,Anup Kurian,Kartik Elangovan,Vinay Forrt,Aahana Kumra
The Body,,101 min,"Mystery, Thriller",5.4,,Jeethu Joseph,Emraan Hashmi,Rishi Kapoor,Sobhita Dhulipala
The Brawler,,154 min,"Action, Drama, Sport",8.0,,Anurag Kashyap,Vineet Kumar Singh,Jimmy Sheirgill,Zoya Hussain
The Bright Day,,90 min,Drama,5.9,126.0,Mohit Takalkar,Mohan Agashe,Radhika Apte,Rajit Kapoor
The Burning Train,,142 min,"Action, Thriller",6.8,,Ravi Chopra,Dharmendra,Vinod Khanna,Jeetendra
The Cage of Life,,,Drama,7.5,22.0,Prabhu Rathod,Ruby Bharaj,Mahima Gupta,Amarjeet Kumar
The Camp,,,"Adventure, Drama",6.1,12.0,Nitin Mahadar,Sonali Kulkarni,Sanjay Mishra,Rakesh Bedi
The Chalbaaz,,137 min,Action,8.3,49.0,Mohan Babu,Shilpa Shetty Kundra,,
The Cheat,,,Drama,6.3,9.0,Suresh Issar,Sudesh Issar,Vinod Khanna,Moushumi Chatterjee
The Chess Players,,129 min,"Comedy, Drama, History",7.6,,Satyajit Ray,Sanjeev Kumar,Saeed Jaffrey,Shabana Azmi
The Churning,,134 min,Drama,7.7,540.0,Shyam Benegal,Girish Karnad,Smita Patil,Naseeruddin Shah
The Cinema Travellers,,96 min,Documentary,7.7,98.0,Shirley Abraham,Amit Madheshiya,,
The Climb,,,Animation,4.9,7.0,Bhimsain,,,
The Court Dancer: Raj Narkati,,144 min,Drama,6.4,19.0,Modhu Bose,Sadhona Bose,Protima Dasgupta,Binita Gupta
The Darjeeling Limited,,91 min,"Adventure, Comedy, Drama",7.2,,Wes Anderson,Owen Wilson,Adrien Brody,Jason Schwartzman
The Dark Side of Life: Mumbai City,,125 min,Drama,5.9,478.0,Tariq Khan,Avii,Mahesh Bhatt,Sayed Gul
The Deceivers,,102 min,"Adventure, Crime, Drama",6.1,944.0,Nicholas Meyer,Pierce Brosnan,Saeed Jaffrey,Shashi Kapoor
The Destiny Samaj of Banjaraa,,,Drama,7.3,10.0,Rajesh Ramdev Ram,Angelina Bhharwa,Faizaan Khan,Hussain Khan
The Dirty MMS,,93 min,Drama,2.4,18.0,Sudhir Pillai,Rakesh,Sudhir,Gunj
The Dirty Picture,,144 min,"Biography, Comedy, Drama",6.6,,Milan Luthria,Vidya Balan,Emraan Hashmi,Tusshar Kapoor
The Dirty Relation,,121 min,Thriller,3.6,12.0,Kesar Matharu,Sanjay Chauhan,Jasleen Matharu,Kanwaljeet Matharu
The Don,,135 min,"Crime, Drama",6.0,85.0,Farogh Siddique,Mithun Chakraborty,Sonali Bendre,Jugal Hansraj
The Dream Job,,138 min,Drama,6.0,14.0,Mukesh Mishra,Sadhvi Bhatt,Zuber K. Khan,Prasad Shikhare
The Elder One,,125 min,"Action, Crime, Drama",7.5,,Geethu Mohandas,Nivin Pauly,Shashank Arora,Sanjana Dipu
The Evening Show,,,Thriller,8.9,60.0,Parth Sharma,Chirag Arora,Apoorv Bansal,Akash Chaudhary
The Fakir of Venice,,87 min,Drama,5.1,265.0,Anand Surapur,Farhan Akhtar,Annu Kapoor,Jhilmil Hazrika
The Fiancee,,151 min,"Drama, Romance",6.9,137.0,Bimal Roy,Ashok Kumar,Meena Kumari,Asitbaran
The Film,,144 min,"Crime, Drama, Mystery",6.4,84.0,Zunaid Memon,Nassar Abdulla,Ravi Baswani,Rakesh Bedi
The Film Emotional Atyachar,,87 min,"Comedy, Crime, Drama",6.0,291.0,Akshay Shere,Ranvir Shorey,Vinay Pathak,Ravi Kishan
The Film Love.Com... The Ultimate Killing Site,,92 min,"Action, Crime, Drama",3.4,16.0,Vinod Mukhi,Jai Kalra,Mika Singh,Mumait Khan
The Final Exit,,119 min,Horror,6.2,41.0,Dhwanil Mehta,Kunaal Roy Kapur,Mukesh Hariawala,Elena Kazan
The Firm Land,,95 min,Drama,5.4,13.0,Chapour Haghighat,Prem Datta,Change Ji,Abu Lala
The Flip Side: A Truth That Could Not Reach You,,48 min,Documentary,9.2,97.0,Utpal Kalal,Subramanian Swamy,Shiva Shambh Bhatt,Asaram Bapu
The Forest,,88 min,"Drama, Horror, Thriller",5.0,114.0,Ashvin Kumar,Ankur Vikal,Javed Jaffrey,Nandana Sen
The Gentleman,,161 min,"Action, Drama",5.2,192.0,Mahesh Bhatt,Chiranjeevi,Juhi Chawla,Paresh Rawal
The Ghazi Attack,,116 min,"Action, Thriller, War",7.6,,Sankalp Reddy,Rana Daggubati,Kay Kay Menon,Atul Kulkarni
The Girl on the Train,,120 min,"Crime, Drama, Mystery",4.4,,Ribhu Dasgupta,Aditi Rao Hydari,Kirti Kulhari,Parineeti Chopra
The Goa Run,,112 min,"Action, Crime, Romance",7.1,58.0,John Owen,Rajeev Khandelwal,Prashant Narayanan,Lekha Washington
The Gold Medal,,,"Action, Thriller",4.3,18.0,Ravikant Nagaich,Dharmendra,Jeetendra,Rakhee Gulzar
The Good Road,,92 min,Drama,6.1,532.0,Gyan Correa,Ajay Gehi,Sonali Kulkarni,Shamji Dhana Kerasia
The Great Gambler,,105 min,"Action, Crime, Romance",6.5,619.0,Shakti Samanta,Amitabh Bachchan,Zeenat Aman,Neetu Singh
The Great Indian Butterfly,,110 min,Drama,6.2,179.0,Sarthak Dasgupta,Aamir Bashir,Sandhya Mridul,Koel Purie
The Great Indian Escape,,117 min,"Adventure, Biography, Drama",7.1,39.0,Taranjiet Singh Namdhari,Raghav Rishi,Raaj Singh Arora,Asheesh Kapur
The Great Indian Marriage Bazaar,,60 min,"Documentary, Drama, News",6.5,14.0,Ruchika Muchhala,Faiza Ahmad Khan,,
The Great Leader,,,Drama,2.8,9.0,Abhishek Chhadha,Amitabh Bachchan,Jaya Bachchan,Gulshan Grover
The Great Leader Kanshiram,,,Biography,7.0,6.0,Arjun Singh,Raghvendra Singh,Soma Goyal,Arvind Maurya
The Grey,,90 min,"Drama, Mystery",6.5,60.0,Tushar Waghela,Tarush Waghela,Vishay Waghela,Yashwant Anand Gupta
The Hero of Color City,,77 min,"Animation, Adventure, Family",4.1,528.0,Frank Gladstone,Owen Wilson,Christina Ricci,Rosie Perez
The Hero: Love Story of a Spy,,160 min,"Action, Adventure, Drama",5.3,,Anil Sharma,Sunny Deol,Preity Zinta,Priyanka Chopra Jonas
The Hidden Strike,,100 min,War,3.5,41.0,Suzad Iqbal Khan,Deepraj Rana,Mir Sarwar,Jimmy Sharma
